genome	relative_abundance	sample
PasolliE_2020__SRS6525480__bin_4_PROK	0	C4
AlvarezOrdonezA_xxxx__F02-18__bin_2_PROK	0	C4
DeFilippisF_xxxx__DS_120__bin_8_PROK	0	C4
MortensenS_xxxx__WK056-2-G-48h-05G8_S114__bin_5_PROK	0	C4
MortensenS_xxxx__WK005-1-L-48h-01G9_S42__bin_6_PROK	0	C4
BertuzziAS_2018__ERS2032094__bin_5_PROK	0	C4
MASTER_WP4_UNINA_1__GO013_71775__bin_23_PROK	0	C4
MortensenS_xxxx__WK069-2-G-48h-05I4_S128__bin_1_EUK	0	C4
MASTER_WP4_CSIC_2__P2630__bin_2_PROK	0	C4
MortensenS_xxxx__WK018T-1-L-16h-05F3_S100__bin_4_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-15-M9__bin_15_PROK	0	C4
MortensenS_xxxx__WK019-2-G-48h-01E4_S19__bin_5_PROK	0	C4
WalshL_xxxx__k2__bin_3_PROK	0	C4
MASTER_WP4_CSIC_2__P2589__bin_2_PROK	0	C4
MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin_1_EUK	0	C4
AlvarezOrdonezA_xxxx__Q07-22__bin_7_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-04-AD__bin_15_PROK	0	C4
DeFilippisF_xxxx__DF_29__bin_2_PROK	0	C4
MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin_8_PROK	0	C4
MortensenS_xxxx__WK009-2-L-48h-01I9_S60__bin_2_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin_15_PROK	0	C4
MASTER_WP4_CSIC_2__P2578__bin_15_PROK	0	C4
DuR_2020__DRS139335__bin_11_PROK	0	C4
MASTER_WP4_UNINA_2__O-27__bin_10_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-09-AG__bin_21_PROK	0	C4
MortensenS_xxxx__WK025-2-L-08h-02H6_S7__bin_9_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS10-30__bin_12_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS14-22__bin_29_PROK	0	C4
WalshL_xxxx__O12__bin_4_PROK	0	C4
MASTER_WP4_CSIC_2__P2587__bin_9_PROK	0	C4
MASTER_WP4_UNINA_2__I-29__bin_7_PROK	0	C4
MortensenS_xxxx__WK047-2-L-08h-03I4_S95__bin_5_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS15-24__bin_3_PROK	0	C4
MASTER_WP4_UNINA_1__PA012_73417__bin_15_PROK	0	C4
WalshL_xxxx__U-2-7__bin_1_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-15-M12__bin_22_EUK	0	C4
AlvarezOrdonezA_xxxx__C02-19__bin_10_EUK	0	C4
WolfeBE_2014__322_Camembert__bin_2_PROK	0	C4
WalshL_xxxx__W8__bin_1_PROK	0	C4
LeechJ_xxxx__AF89__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB02-29__bin_30_PROK	0	C4
MASTER_WP4_UNINA_1__GR002_73417__bin_1_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-09-M7__bin_64_PROK	0	C4
WalshL_xxxx__B12__bin_1_PROK	0	C4
QuigleyL_2016__ERS654089__bin_2_PROK	0	C4
MASTER_WP4_UNINA_1__AS112_71775__bin_12_PROK	0	C4
MASTER_WP4_UNINA_1__PU007_71775__bin_46_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-16-M15__bin_36_PROK	0	C4
MortensenS_xxxx__WK016-2-L-08h-02C9_S87__bin_10_PROK	0	C4
MASTER_WP4_UNINA_1__GO003_71775__bin_2_PROK	0	C4
MASTER_WP4_UNINA_2__O-24_1__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB13-30__bin_19_PROK	0	C4
MortensenS_xxxx__WK019-2-L-48h-02E4_S100__bin_4_PROK	0	C4
MASTER_WP4_CSIC_2__P2525__bin_7_PROK	0	C4
BertuzziAS_2018__ERS2032108__bin_4_PROK	0	C4
AlvarezOrdonezA_xxxx__Q07-27__bin_2_PROK	0	C4
LeechJ_xxxx__AF43__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB12-24__bin_2_PROK	0	C4
DeFilippisF_xxxx__DF_123__bin_5_PROK	0	C4
AlvarezOrdonezA_xxxx__Q05-28__bin_7_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-09-M7__bin_36_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-04-BG__bin_2_PROK	0	C4
AlvarezOrdonezA_xxxx__Q07-22__bin_21_PROK	0	C4
DeFilippisF_xxxx__DF_52__bin_1_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-03-M6__bin_43_PROK	0	C4
MASTER_WP4_UNINA_1__SC109_71775__bin_8_PROK	0	C4
MortensenS_xxxx__WK018-2-G-48h-01E3_S18__bin_6_PROK	0	C4
ArikanM_2020__ERS1875938__bin_4_EUK	0	C4
MASTER_WP4_FFoQSI_1__VB-15-M10__bin_17_PROK	0	C4
MortensenS_xxxx__WK067-2-G-48h-05I2_S126__bin_3_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB01-29__bin_4_PROK	0	C4
MASTER_WP4_CSIC_2__P2629__bin_9_PROK	0	C4
DeFilippisF_xxxx__DF_73__bin_4_PROK	0	C4
MortensenS_xxxx__WK027-2-L-08h-02I5_S15__bin_4_EUK	0	C4
WalshL_xxxx__H3__bin_3_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB13-27__bin_1_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-16-AG__bin_16_PROK	0	C4
MASTER_WP4_CSIC_1__P2136_73322__bin_3_PROK	0	C4
MASTER_WP4_CSIC_2__P2585__bin_14_PROK	0	C4
LeechJ_2020__ERS3967698__bin_4_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS09-24__bin_3_EUK	0	C4
MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin_3_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-14-M18__bin_50_PROK	0	C4
WalshL_xxxx__W3__bin_1_PROK	0	C4
MASTER_WP4_UNINA_1__PS007_71775__bin_1_PROK	0	C4
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin_32_PROK	0	C4
MASTER_WP4_UNINA_1__GO005_71775__bin_2_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB10-29__bin_42_PROK	0	C4
MASTER_WP4_UNINA_2__M-23_1__bin_9_PROK	0	C4
MASTER_WP4_UNINA_1__AS111_71775__bin_6_PROK	0	C4
MASTER_WP4_UNINA_1__MV011_71775__bin_18_PROK	0	C4
MortensenS_xxxx__WK015-2-L-08h-02C5_S83__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB08-26__bin_7_PROK	0	C4
MASTER_WP4_UNINA_2__T-24_1__bin_11_PROK	0	C4
WalshL_xxxx__P3__bin_2_PROK	0	C4
MASTER_WP4_CSIC_1__P2237_73323__bin_21_EUK	0	C4
MASTER_WP4_FFoQSI_3__VB13-29__bin_48_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB13-28__bin_3_PROK	0	C4
AlvarezOrdonezA_xxxx__Q06-28__bin_8_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB16-29__bin_21_PROK	0	C4
MASTER_WP4_UNINA_1__MO007_73418__bin_3_PROK	0	C4
MASTER_WP4_UNINA_2__V-24_1__bin_5_PROK	0	C4
AlvarezOrdonezA_xxxx__F03-18__bin_8_PROK	0	C4
MASTER_WP4_CSIC_2__P2548__bin_19_EUK	0	C4
BertuzziAS_2018__ERS2032118__bin_3_PROK	0	C4
YulandiA_2020__SRS6115053__bin_17_PROK	0	C4
MASTER_WP4_UNINA_1__SA009_71775__bin_9_PROK	0	C4
MASTER_WP4_CSIC_1__P2212_73323__bin_6_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS06-22__bin_7_PROK	0	C4
MASTER_WP4_CSIC_2__P2563__bin_10_PROK	0	C4
QuigleyL_2016__ERS654086__bin_4_PROK	0	C4
DeFilippisF_xxxx__DS_81__bin_13_PROK	0	C4
DeFilippisF_xxxx__DS_91__bin_11_PROK	0.4653496	C4
MortensenS_xxxx__WK004-2-G-48h-01C7_S4__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB15-29__bin_19_PROK	0	C4
MASTER_WP4_UNINA_1__SC012_71775__bin_4_PROK	0	C4
DeFilippisF_xxxx__DF_5__bin_12_PROK	0	C4
WalshAM_2017__ERS1739840__bin_5_PROK	0	C4
BertuzziAS_2018__ERS2032106__bin_6_PROK	0	C4
MortensenS_xxxx__WK014-1-L-48h-02B9_S78__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB10-30__bin_16_PROK	0	C4
ArikanM_2020__ERS1939593__bin_3_EUK	0	C4
MortensenS_xxxx__WK058-1-L-08h-04G5_S30__bin_1_PROK	0	C4
MASTER_WP4_UNINA_2__V-26_1__bin_20_PROK	0	C4
MASTER_WP4_CSIC_2__P2558__bin_45_EUK	0	C4
EBC_098_21_fa_PROK_MiFo_tagged	0	C4
MASTER_WP4_UNINA_1__AS107_71775__bin_7_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB14-F-AR__bin_32_PROK	0	C4
MortensenS_xxxx__WK048-1-L-48h-03I7_S98__bin_8_PROK	0	C4
DeFilippisF_xxxx__DF_79__bin_10_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS15-30__bin_19_PROK	0	C4
MASTER_WP4_FFoQSI_1__KM-1D__bin_55_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-15-M9__bin_2_PROK	0	C4
WolfeBE_2014__771_Tarentaise__bin_3_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB12-27__bin_12_PROK	0	C4
PasolliE_2020__SRS6525475__bin_2_PROK	0	C4
MortensenS_xxxx__WK001-1-L-08h-01F1_S25__bin_10_EUK	0	C4
LeechJ_2020__ERS3967722__bin_9_PROK	0	C4
MASTER_WP4_UNINA_1__PM002_71775__bin_14_PROK	0	C4
MortensenS_xxxx__WK017-1-L-08h-02D2_S89__bin_1_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB01-27__bin_4_PROK	0	C4
WalshL_xxxx__H3_S87__bin_2_PROK	0	C4
LeechJ_2020__ERS3967740__bin_10_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-14-M17__bin_22_PROK	0	C4
MASTER_WP4_FFoQSI_1__KM-1D__bin_23_PROK	0	C4
MASTER_WP4_CSIC_2__P2517__bin_37_PROK	0	C4
LeechJ_2020__ERS3967701__bin_5_PROK	0	C4
DeFilippisF_xxxx__DF_115__bin_29_PROK	0	C4
MortensenS_xxxx__WK011-1-L-08h-02A5_S65__bin_9_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB04-30__bin_24_PROK	0	C4
BertuzziAS_2018__ERS2032110__bin_4_EUK	0	C4
AlvarezOrdonezA_xxxx__Q06-28__bin_1_PROK	0	C4
MortensenS_xxxx__WK024-2-L-48h-02G9_S123__bin_1_PROK	0	C4
MortensenS_xxxx__WK035-1-L-08h-03C8_S45__bin_5_EUK	0	C4
MacoriG_2019__CS_R4__bin_5_fa_PROK_MiFo_tagged	0	C4
MASTER_WP4_UNINA_1__MV011_71775__bin_16_PROK	0	C4
MortensenS_xxxx__WK015-2-L-08h-02C5_S83__bin_7_PROK	0	C4
LeechJ_xxxx__AF70__bin_2_PROK	0	C4
MASTER_WP4_CSIC_1__P2228_73323__bin_11_PROK	0	C4
MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin_14_PROK	0	C4
MortensenS_xxxx__WK031-2-G-48h-04A7_S107__bin_1_PROK	0	C4
MASTER_WP4_UNINA_2__O-26_1__bin_17_PROK	0	C4
MASTER_WP4_UNINA_2__V-23__bin_9_PROK	0	C4
MASTER_WP4_UNINA_2__A-20__bin_25_PROK	0	C4
C-R14_bin_7_fa_PROK_MiFo_tagged	0	C4
MASTER_WP4_FFoQSI_2__VB05-30__bin_10_PROK	0	C4
MASTER_WP4_UNINA_1__AS001_71775__bin_18_PROK	0	C4
MASTER_WP4_FFoQSI_1__DC18-032__bin_19_PROK	0	C4
DeFilippisF_xxxx__DF_29__bin_6_PROK	0	C4
MASTER_WP4_UNINA_1__PM013_71775__bin_6_PROK	0	C4
MortensenS_xxxx__WK031-2-L-48h-03B4_S32__bin_9_PROK	0	C4
WalshL_xxxx__F1__bin_3_PROK	0	C4
MASTER_WP4_UNINA_2__V-26__bin_10_PROK	0	C4
VerceM_2019__ERS1807709__bin_7_EUK	0	C4
MortensenS_xxxx__WK063-2-L-48h-05A1_S53__bin_7_PROK	0	C4
MASTER_WP4_FFoQSI_1__KM-2G__bin_46_PROK	0	C4
MASTER_WP4_FFoQSI_1__KM-1G__bin_25_PROK	0	C4
EBC_097_14_fa_PROK_MiFo_tagged	0	C4
MASTER_WP4_UNINA_2__M-24_1__bin_11_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin_28_EUK	0	C4
WalshAM_2020__ERS3466759__bin_3_PROK	0	C4
AlvarezOrdonezA_xxxx__F06-19__bin_5_EUK	0	C4
DeFilippisF_xxxx__DF_75__bin_16_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS12-29__bin_8_PROK	0	C4
LeechJ_xxxx__AF55__bin_8_PROK	0	C4
PatroJN_2016__SRS1044731__bin_7_PROK	0	C4
MASTER_WP4_CSIC_2__P2629__bin_17_PROK	0	C4
MASTER_WP4_UNINA_1__PM003_71775__bin_13_PROK	0	C4
LeechJ_2020__ERS3967700__bin_1_PROK	0	C4
MASTER_WP4_FFoQSI_1__KM-5G__bin_15_PROK	0	C4
PfeferT_xxxx__SRS2870597__bin_6_PROK	0	C4
AlvarezOrdonezA_xxxx__Q08-25__bin_6_PROK	0	C4
DeFilippisF_xxxx__DS_107__bin_12_PROK	0	C4
DeFilippisF_xxxx__DF_26__bin_7_PROK	0	C4
MASTER_WP4_CSIC_2__P2535__bin_6_PROK	0	C4
MortensenS_xxxx__WK054-2-G-48h-05G6_S112__bin_1_PROK	0	C4
MASTER_WP4_UNINA_2__Q-18__bin_9_PROK	0	C4
SalvettiE_2016__SRS1050145__bin_6_PROK	0	C4
PothakosV_2020__ERS2068301__bin_27_PROK	0	C4
MortensenS_xxxx__WK063-1-L-48h-04I8_S51__bin_4_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS14-29__bin_8_PROK	0	C4
MASTER_WP4_CSIC_1__P2249_73323__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB13-30__bin_18_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB15-29__bin_28_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB04-30__bin_15_PROK	0	C4
MASTER_WP4_UNINA_2__J-17__bin_9_PROK	0	C4
DuR_2020__DRS139334__bin_20_PROK	0	C4
MortensenS_xxxx__WK002-2-L-08h-01F7_S31__bin_2_PROK	0	C4
AlvarezOrdonezA_xxxx__Q02-26__bin_10_PROK	0	C4
XieM_2019__SAMC044639__bin_27_PROK	0	C4
MASTER_WP4_CSIC_2__P2601__bin_25_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS15-30__bin_2_EUK	0	C4
MASTER_WP4_TEAGASC_1__TGS04-26__bin_2_PROK	0	C4
WalshL_xxxx__S9__bin_3_PROK	0	C4
MASTER_WP4_UNINA_1__PM012_71775__bin_2_PROK	0	C4
WolfeBE_2014__894_Twig_Tomme__bin_2_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB07-25__bin_3_PROK	0	C4
MASTER_WP4_CSIC_1__P2153_73322__bin_7_PROK	0	C4
LeechJ_2020__ERS3967702__bin_6_PROK	0	C4
MortensenS_xxxx__WK018T-2-L-16h-05F4_S101__bin_5_PROK	0	C4
MortensenS_xxxx__WK030-1-L-48h-03A7_S26__bin_7_EUK	0	C4
DeFilippisF_xxxx__DF_5__bin_1_PROK	0.563654	C4
MASTER_WP4_CSIC_1__P2149_73322__bin_8_PROK	0	C4
MASTER_WP4_UNINA_1__GO202_71775__bin_5_PROK	0	C4
DeFilippisF_xxxx__DF_77__bin_3_PROK	0	C4
LeechJ_2020__ERS3967715__bin_8_PROK	0	C4
AlvarezOrdonezA_xxxx__Q03-29__bin_2_EUK	0	C4
DeFilippisF_xxxx__DF_96__bin_13_PROK	0	C4
LeechJ_xxxx__AF66__bin_2_PROK	0	C4
MASTER_WP4_UNINA_2__T-23__bin_3_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB02-28__bin_12_PROK	0	C4
MASTER_WP4_CSIC_2__P2628__bin_3_PROK	0	C4
EBC_088_5_fa_PROK_MiFo_tagged	0	C4
MASTER_WP4_UNINA_1__MO013_71775__bin_6_PROK	0	C4
LeechJ_2020__ERS3967715__bin_5_PROK	0	C4
WalshAM_2020__ERS3466746__bin_4_PROK	0	C4
MASTER_WP4_UNINA_2__V-29__bin_10_PROK	0	C4
MortensenS_xxxx__WK027-1-L-08h-02I3_S13__bin_15_PROK	0	C4
AlvarezOrdonezA_xxxx__Q01-23__bin_5_PROK	0	C4
MortensenS_xxxx__WK031-1-L-08h-03B1_S29__bin_4_PROK	0	C4
MASTER_WP4_UNINA_2__V-26__bin_16_PROK	0	C4
MASTER_WP4_UNINA_2__V-21__bin_8_PROK	0	C4
MASTER_WP4_UNINA_2__M-22__bin_20_PROK	0	C4
MASTER_WP4_UNINA_1__PM005_71775__bin_7_PROK	0	C4
MASTER_WP4_CSIC_1__P2243_73323__bin_16_PROK	0	C4
MASTER_WP4_CSIC_2__P2600__bin_10_PROK	0	C4
WalshL_xxxx__W5__bin_2_PROK	0	C4
WolfeBE_2014__337_Mileens__bin_3_PROK	0	C4
DuR_2020__DRS139335__bin_6_EUK	0	C4
DuruIC_2018__ERS2061102__bin_2_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB06-30__bin_20_PROK	0	C4
MASTER_WP4_UNINA_2__T-24__bin_1_PROK	0	C4
DeFilippisF_xxxx__DF_121__bin_14_PROK	0	C4
LeechJ_2020__ERS3967692__bin_7_PROK	0	C4
MASTER_WP4_UNINA_1__FO007_71775__bin_10_PROK	0	C4
MortensenS_xxxx__WK019-2-G-48h-01E4_S19__bin_2_PROK	0	C4
YaoG_2017__NM20-2__bin_8_EUK	0	C4
MASTER_WP4_CSIC_2__P2500__bin_10_EUK	0	C4
MortensenS_xxxx__WK009-2-G-48h-01D3_S9__bin_8_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-08-M3__bin_25_PROK	0	C4
WalshL_xxxx__V9__bin_2_PROK	0	C4
LeechJ_xxxx__AF16__bin_7_PROK	0	C4
MASTER_WP4_CSIC_2__P2611__bin_11_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB07-29__bin_25_PROK	0	C4
MASTER_WP4_CSIC_1__P2243_73323__bin_14_PROK	0	C4
PorcellatoD_2016__1m-2_S10__bin_1_PROK	0	C4
MortensenS_xxxx__WK036-2-L-48h-03D6_S52__bin_5_EUK	0	C4
MortensenS_xxxx__WK055-1-L-08h-04F2_S18__bin_8_PROK	0	C4
MASTER_WP4_UNINA_1__TA012_71775__bin_36_PROK	0	C4
LiZ_2018__SRS2920552__bin_6_EUK	0	C4
WalshL_xxxx__k10__bin_5_PROK	0	C4
LeechJ_xxxx__AF64__bin_2_EUK	0	C4
MASTER_WP4_FFoQSI_1__VB-09-BD__bin_37_PROK	0	C4
AlvarezOrdonezA_xxxx__Q06-25__bin_8_PROK	0	C4
MASTER_WP4_UNINA_2__I-21__bin_1_PROK	0	C4
WalshL_xxxx__O9__bin_5_PROK	0	C4
MASTER_WP4_CSIC_1__P2219_73323__bin_3_PROK	0	C4
MortensenS_xxxx__WK029-2-L-48h-03A5_S24__bin_7_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-16-AG__bin_45_PROK	0	C4
MortensenS_xxxx__WK050-2-L-48h-04D1_S128__bin_3_PROK	0	C4
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin_20_PROK	0	C4
MortensenS_xxxx__WK014-2-L-48h-02C2_S80__bin_4_PROK	0	C4
MASTER_WP4_CSIC_2__P2599__bin_8_EUK	0	C4
MASTER_WP4_CSIC_2__P2588__bin_21_PROK	0	C4
LandisEA_2021__SRS5653248__bin_5_PROK	0	C4
MASTER_WP4_UNINA_2__N-22__bin_3_PROK	0	C4
MASTER_WP4_UNINA_2__A-20__bin_20_PROK	0	C4
KastmanEK_2016__CSB734__bin_9_PROK	0	C4
MortensenS_xxxx__WK004-1-L-48h-01G5_S38__bin_5_PROK	0	C4
LeechJ_2020__ERS3967728__bin_8_PROK	0	C4
CM_INJERA__injera_E2__bin_1_PROK	0	C4
LeechJ_xxxx__AF47__bin_3_PROK	0	C4
MASTER_WP4_UNINA_2__M-20__bin_25_PROK	0	C4
LeechJ_xxxx__AF39__bin_3_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-16-BD__bin_56_PROK	0	C4
MASTER_WP4_UNINA_1__MO002_71775__bin_7_EUK	0	C4
MASTER_WP4_TEAGASC_1__TGS12-29__bin_6_PROK	0	C4
AlvarezOrdonezA_xxxx__Q07-21__bin_4_PROK	0	C4
DeFilippisF_xxxx__DF_92__bin_17_PROK	0	C4
DeFilippisF_xxxx__DF_4__bin_6_PROK	0	C4
KastmanEK_2016__CSB694__bin_4_PROK	0	C4
WalshL_xxxx__B2__bin_1_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS07-29__bin_3_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB10-22__bin_16_PROK	0	C4
MASTER_WP4_CSIC_1__P2233_73323__bin_10_PROK	0	C4
DeFilippisF_xxxx__DF_29__bin_5_PROK	0.47015232	C4
MortensenS_xxxx__WK048-1-L-08h-03I6_S97__bin_9_PROK	0	C4
MASTER_WP4_CSIC_1__P2177_73322__bin_7_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB14-F-BR__bin_39_PROK	0	C4
QuigleyL_2016__ERS654084__bin_3_PROK	0	C4
MASTER_WP4_FFoQSI_1__KM-2D__bin_41_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB08-26__bin_8_PROK	0	C4
MortensenS_xxxx__WK021-1-L-48h-02F1_S106__bin_7_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB01-22__bin_2_PROK	0	C4
MASTER_WP4_CSIC_1__P2166_73322__bin_1_PROK	0	C4
MASTER_WP4_UNINA_1__SR008_71775__bin_11_PROK	0	C4
AlvarezOrdonezA_xxxx__Q08-20__bin_1_PROK	0	C4
LeechJ_2020__ERS3967730__bin_5_PROK	0	C4
PorcellatoD_2016__24h-2_S3__bin_1_PROK	0	C4
LeechJ_xxxx__AF14__bin_4_EUK	0	C4
MASTER_WP4_FFoQSI_1__VB-05-BG__bin_31_PROK	0	C4
DeRoosJ_2020__B3M__bin_2_PROK	0	C4
WalshL_xxxx__A12__bin_2_PROK	0	C4
MASTER_WP4_UNINA_1__GO013_71775__bin_14_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-15-AG__bin_38_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-05-AD__bin_31_PROK	0	C4
MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin_4_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-15-M10__bin_23_PROK	0	C4
MASTER_WP4_UNINA_1__PR004_71775__bin_9_PROK	0	C4
MASTER_WP4_UNINA_2__F-28_0__bin_1_PROK	0	C4
DeFilippisF_xxxx__DS_91__bin_26_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB04-28__bin_2_PROK	0	C4
AlvarezOrdonezA_xxxx__Q02-24__bin_18_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-08-AG__bin_34_PROK	0	C4
MortensenS_xxxx__WK001T-2-L-48h-05G1_S107__bin_2_PROK	0	C4
LeechJ_xxxx__AF58__bin_4_PROK	0	C4
MASTER_WP4_CSIC_2__P2594__bin_12_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB02-29__bin_21_PROK	0	C4
WalshL_xxxx__F12__bin_4_PROK	0	C4
WalshL_xxxx__V10__bin_1_PROK	0	C4
MASTER_WP4_UNINA_2__V-26_1__bin_24_PROK	0	C4
MASTER_WP4_CSIC_2__P2484__bin_8_PROK	0	C4
MASTER_WP4_CSIC_1__P2136_73322__bin_11_PROK	0	C4
MASTER_WP4_FFoQSI_2__VB01-30__bin_3_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS13-22__bin_20_PROK	0	C4
WalshL_xxxx__V1__bin_1_PROK	0	C4
AlvarezOrdonezA_xxxx__C02-19__bin_3_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS01-29__bin_4_PROK	0	C4
LandisEA_2021__SRS5653393__bin_2_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB14-21__bin_3_PROK	0	C4
MASTER_WP4_CSIC_1__P2165_73322__bin_6_PROK	0	C4
MASTER_WP4_UNINA_1__AS107_71775__bin_17_PROK	0	C4
LeechJ_xxxx__AF84__bin_27_PROK	0	C4
LeechJ_xxxx__AF06__bin_4_PROK	0	C4
DeFilippisF_xxxx__DF_7__bin_19_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS04-30__bin_23_PROK	0	C4
MASTER_WP4_UNINA_2__J-19__bin_6_PROK	0	C4
DeFilippisF_xxxx__DF_38__bin_5_PROK	0	C4
WalshL_xxxx__E8__bin_3_PROK	0	C4
MASTER_WP4_CSIC_2__P2566__bin_7_PROK	0.40556556	C4
QuigleyL_2016__ERS654090__bin_6_PROK	0	C4
MASTER_WP4_CSIC_1__P2137_73322__bin_14_PROK	0	C4
MASTER_WP4_TEAGASC_1__TGS07-23__bin_13_PROK	0	C4
WolfeBE_2014__950_Rush_Creek__bin_5_PROK	0	C4
MASTER_WP4_FFoQSI_1__VB-09-M8__bin_8_PROK	0	C4
MortensenS_xxxx__WK005-1-L-48h-01G9_S42__bin_4_PROK	0	C4
PasolliE_2020__SRS6525472__bin_1_PROK	0	C4
WalshL_xxxx__E7__bin_3_PROK	0	C4
MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin_7_EUK	0	C4
MASTER_WP4_UNINA_2__J-19__bin_35_PROK	0	C4
AlvarezOrdonezA_xxxx__Q07-27__bin_4_PROK	0	C4
MortensenS_xxxx__WK003-1-L-08h-01F9_S33__bin_3_PROK	0	C4
MASTER_WP4_UNINA_1__SR008_71775__bin_19_PROK	0	C4
MASTER_WP4_UNINA_2__O-25_1__bin_4_EUK	0	C4
SEM_41_S58_12_fa_PROK_MiFo_tagged	0	C4
MASTER_WP4_FFoQSI_1__VB-16-M15__bin_1_PROK	0	C4
LeechJ_xxxx__AF59__bin_8_PROK	0	C4
WalshL_xxxx__S12__bin_4_PROK	0	C4
MortensenS_xxxx__WK033-2-G-48h-04A9_S109__bin_3_PROK	0	C4
LeechJ_xxxx__AF57__bin_12_PROK	0	C4
WalshL_xxxx__k11__bin_1_PROK	0	C4
WalshL_xxxx__T3__bin_7_PROK	0	C4
AlvarezOrdonezA_xxxx__C06-18__bin_23_EUK	0	C4
MASTER_WP4_CSIC_1__P2250_73323__bin_28_EUK	0	C4
MASTER_WP4_CSIC_1__P2175_73322__bin_3_PROK	0	C4
WalshL_xxxx__R2__bin_3_PROK	0	C4
MASTER_WP4_UNINA_1__PA001_71775__bin_1_PROK	0	C4
MASTER_WP4_CSIC_2__P2591__bin_20_PROK	0	C4
MASTER_WP4_UNINA_2__H-25__bin_4_PROK	0	C4
MASTER_WP4_FFoQSI_3__VB13-29__bin_17_PROK	0	C4
MortensenS_xxxx__WK009-1-L-08h-01I6_S57__bin_7_PROK	0	C4
WalshL_xxxx__Q12__bin_2_PROK	0	C4
